Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,judul_bersih,bahan_bersih,Quality Score
Roti goreng isi smoked beef & telur mayo,"4 lembar roti tawar, potong segitiga--1 buah telur, rebus lalu hancurkan--2 sdm mayonaise & 2 sdm skm, campur dgn telur rebus--1 lembar smoked beef, potong2--5 sdm terigu serbaguna--1 buah telor ayam kocok lepas--15 sdm tepung panir kasar--","1) Siapkan bahan-bahan.
2) Ambil 1 buah roti lalu olesi dengan campuran telur dan mayo. Tambahkan smoked beef lalu tutup dengan roti lagi. Ulangi hingga semua roti habis.
3) Lapisi roti dengan tepung terigu hingga rata. Celupkan roti ke kocokan telur. Gulingkan ke tepung panir hingga lapisan tepung panir rata. Masukkan ke dalam kulkas kurang lebih 30 menit.
4) Goreng dalam minyak panas hingga kecoklatan.
5) Sajikan dengan saus dan sambal.
6) Tips : Jangan lupa untuk memberi garam dan merica pada campuran telur dan mayo. Pada tepung panir dan pada kocokan telur pelapisnya.",12,https://cookpad.com/id/resep/4280168-roti-goreng-isi-smoked-beef-telur-mayo,telur,roti goreng isi smoked beef & telur mayo,7,"roti tawar , potong segitiga , telur , rebus hancurkan , mayonaise & skm , campur dgn telur rebus , smoked beef , potong , terigu , telor ayam kocok lepas , tepung panir kasar",6,roti goreng isi smoked beef telur mayo,"4 lembar roti tawar, potong segitiga 1 buah telur, rebus lalu hancurkan 2 sdm mayonaise 2 sdm skm, campur dgn telur rebus 1 lembar smoked beef, potong2 5 sdm terigu serbaguna 1 buah telor ayam kocok lepas 15 sdm tepung panir kasar",0.3479
Sup Patin Gurih,"1/2 kg ikan patin--2 cm jahe, memarkan--3 buah tomat--1 ltr air--1 sdm kecap ikan--1 sdm air jeruk nipis--Cabe rawit utuh--Garam gula--bumbu halus :--3 cabe merah besar--8 bawang merah--3 bawang putih--","1) Cuci bersih ikan, potong2. Sisihkan
2) Tumis bumbu halus. Masukan jahe + air, didihkan
3) Masukan ikan, biarkan matang. Tambahkan kecap ikan + tomat + cabe rawit
4) Bumbui garam-gula-lada. Aduk rata. Tuangi air jeruk nipis
5) Didihkan sekali lagi. Tes rasa.
6) Angkat & segera hidangkan..",12,https://cookpad.com/id/resep/4460878-sup-patin-gurih,ikan,sup patin gurih,12,"ikan patin , jahe , memarkan , tomat , ltr air , kecap ikan , air jeruk nipis , cabe rawit utuh , garam gula , bumbu halus , cabe merah , bawang merah , bawang putih",6,sup patin gurih,"1 2 kg ikan patin 2 cm jahe, memarkan 3 buah tomat 1 ltr air 1 sdm kecap ikan 1 sdm air jeruk nipis cabe rawit utuh garam gula bumbu halus 3 cabe merah besar 8 bawang merah 3 bawang putih",0.3106
Papeda Kakap Kuah Kuning,3 ekor ikan kakap--Sagu--4 butir kemiri--7 siung bawang putih--10 siung bawang merah--1 sdm merica bubuk--3 helai serai--3 lembar daun salam--3 lembar daun jeruk--4 buah cabe keriting/cabe besar--Kemangi--1 ruas jari kunyit--1 ruas jari jahe--1 ruas jari lengkuas--4 buah tomat--10 buah belimbing wuluh--Garam--Penyedap rasa--,"1) Potong ikan kakap menjadi 3 bagian. Cuci bersih. Potong / iris (tomat, belimbing wuluh)
2) Rebus air hingga mendidih. Cuci bersih sagu, siapkan wadah (baskom). Sagu yg sdh di cuci bersih di tuang kedalam baskom. Tuang perlahan air mendidih pd sagu, aduk hingga rata sampai sagu menjadi bening (tandanya sagu mateng merata sempurna)
3) Bumbu yg harus dihaluskan (bawang merah, bawang putih, kemiri, merica, jahe, kunyit, cabe keriting) untuk serai dan lengkuas cukup di geprek sj.
4) Panaskan minyak goreng, tumis bumbu yg sdh dihaluskan, masukkan serai, lengkuas, daun jeruk, daun salam dan ikan kakap yg sdh di cuci bersih. Tambahkan garam dan penyedap rasa. Beri secukupnya air, tunggu -+ 20 menit (sampai mendidih)
5) Setelah mendidih, masukkan kemangi, belimbing wuluh, tomat yg sdh di potong. Kakap kuah kuning siap saji.
6) Cara menghidangkannya, tuang sagu/papeda ke dalam wadah (mangkok atau piring) siram dengan kuah kakap beserta ikan kakapnya. Papeda kakap kuah kuning siap di santap hangat - hangat. Selamat mencoba",12,https://cookpad.com/id/resep/4231672-papeda-kakap-kuah-kuning,ikan,papeda kakap kuah kuning,18,"ikan kakap , sagu , kemiri , bawang putih , bawang merah , merica bubuk , serai , daun salam , daun jeruk , cabe keriting cabe , kemangi , kunyit , jahe , lengkuas , tomat , belimbing wuluh , garam , penyedap",6,papeda kakap kuah kuning,3 ekor ikan kakap sagu 4 butir kemiri 7 siung bawang putih 10 siung bawang merah 1 sdm merica bubuk 3 helai serai 3 lembar daun salam 3 lembar daun jeruk 4 buah cabe keriting cabe besar kemangi 1 ruas jari kunyit 1 ruas jari jahe 1 ruas jari lengkuas 4 buah tomat 10 buah belimbing wuluh garam penyedap rasa,0.3225
Gulai Pedas Kikil Tahu,"1/4 kg kikil (resep ini pake bagian telinga sapi ya moms)--1 kotak tahu putih (potong memanjang)--3 siung bawang putih--6 siuang bawang merah--4 buah kemiri--1 ruas kunyit--1 ruas jahe--20 cabe rawit--3 buah cabe merah besar--1 buah tomat--1 ruas lengkuas--4 lembar daun jeruk--1 batang serai--1/2 bungkus Sun Kara (males marut kelapa)--secukupnya Garam, merica, dan guka--","1) Siapkan bahan-bahannya ya moms. Tahu diiris memanjang lalu goreng dulu,
2) Goreng dulu bawang putih, bawang merah, kemiri, cabe rawit, cabe besar, kunyit, jahe, lalu haluskan ya moms. Kenapa di goreng dulu sebab bumbunya lebih berasa kalau di goreng dulu.
3) Siapkan air mendidih, masukkan bumbu yg sudah dihaluskan, masukkan tahu yg sudah di goreng dan kikilnya moms.
4) Tambahin daun jeruk, serai, dan lengkuasnya. Lalu tanbahkan Sun Karanya ya moms.
5) Tunggu mendidih cek rasa dulu ya moms. Setelah mendidih angkat sajikan.",12,https://cookpad.com/id/resep/4273685-gulai-pedas-kikil-tahu,tahu,gulai pedas kikil tahu,15,"kikil resep pake telinga sapi moms , kotak tahu putih potong memanjang , bawang putih , siuang bawang merah , kemiri , kunyit , jahe , cabe rawit , cabe merah , tomat , lengkuas , daun jeruk , serai , sun kara males marut kelapa , garam , merica , guka",5,gulai pedas kikil tahu,"1 4 kg kikil resep ini pake bagian telinga sapi ya moms 1 kotak tahu putih potong memanjang 3 siung bawang putih 6 siuang bawang merah 4 buah kemiri 1 ruas kunyit 1 ruas jahe 20 cabe rawit 3 buah cabe merah besar 1 buah tomat 1 ruas lengkuas 4 lembar daun jeruk 1 batang serai 1 2 bungkus sun kara males marut kelapa secukupnya garam, merica, dan guka",0.2796
Tahu Pletok,"5 buah tahu (potong menjadi 6 bagian)--5 siung bawang putih (ditumbuk halus)--Bahan saos :--Secukupnya bawang putih yg sudah dihaluskan--Secukupnya garam--Secukupnya kecap manis--Secukupnya kecap asin--Secukupnya cuka--1 sdt gula--5 buah cabe rawit--Bahan adonan :--170 gr tepung sagu tani--80 gr tepung terigu--360 ml air didihkan dgn garam, merica, kaldu jamur, bawang putih--Secukupnya daun bawang--","1) Masukkan tepung sagu tani & tepung terigu ke wadah bersih..
2) Masak air hingga mendidih kemudian masukkan garam, merica, kaldu jamur & bawang putih yg sudah ditumbuk halus..
3) Tuang air kaldu dikit demi sedikit kedalam wadah tepung sambil diaduk rata.. Dan masukkan potongan daun bawang..
4) Ambil potongan tahu kemudian berikan adonan tepung diatas tahu.. Lalu masukkan kedalam minyak panas..
5) Goreng hingga warna keemasan.. Dan tahu pletok siap disajikan dgn saos kecap..",12,https://cookpad.com/id/resep/4273955-tahu-pletok,tahu,tahu pletok,15,"tahu potong , bawang putih ditumbuk halus , saos , bawang putih dihaluskan , garam , kecap manis , kecap asin , cuka , gula , cabe rawit , adonan , tepung sagu tani , tepung terigu , air didihkan dgn garam , merica , kaldu jamur , bawang putih , daun bawang",5,tahu pletok,"5 buah tahu potong menjadi 6 bagian 5 siung bawang putih ditumbuk halus bahan saos secukupnya bawang putih yg sudah dihaluskan secukupnya garam secukupnya kecap manis secukupnya kecap asin secukupnya cuka 1 sdt gula 5 buah cabe rawit bahan adonan 170 gr tepung sagu tani 80 gr tepung terigu 360 ml air didihkan dgn garam, merica, kaldu jamur, bawang putih secukupnya daun bawang",0.2732
Tahu Tek Tek Surabaya,4 butir Telur ayam--2 potong Tahu putih--2 buah kentang--Taoge pendek sckpnya--Seledri seckpnya--Acar ketimun sckpnya--Krupuk udang sckpnya--sesuai selera Cabe rawit--1 siung Bawang putih--5 sdm Petis udang--3 sdm Kecap manis--5 sdm Kacang tanah goreng--Garam sckpnya--4 buah lontong--Air hangat sckpnya--,"1) Tahu dipotong dadu, goreng. Setelah itu, kocok telur dan campurkan tahu goreng dalam kocokan telur, tambahkan sdkt garam. Kemudian goreng dlm minyak panas bentuk dadar telur
2) Goreng kentang, krupuk udang serta kacang tanah
3) Siapkan pula bahan pelengkap lainnya spt tauge pendek, acar ketimun dan irisan seledri
4) Cara membuat bumbu petis : Haluskan cabe rawit, bawang putih serta garam. Setelah itu haluskan jg kacang tanahnya
5) Setelah halus, masukkan petis dan kecap manis, tambahkan air hangat campur sampai rata
6) Potong lontong sckpnya, tata dlm piring saji, tambahkan tahu telur, ketang goreng, tauge pendek, acar Kemudian siram dengan bumbu petis, taburi dgn irisan seledri dan kerupuk udang
7) Tahu tek tek Surabaya siap dinikmati",12,https://cookpad.com/id/resep/4254195-tahu-tek-tek-surabaya,tahu,tahu tek tek surabaya,15,"telur ayam , potong tahu putih , kentang , taoge pendek , seledri seckpnya , acar ketimun , krupuk udang , cabe rawit , bawang putih , petis udang , kecap manis , kacang tanah goreng , garam , lontong , air hangat",7,tahu tek tek surabaya,4 butir telur ayam 2 potong tahu putih 2 buah kentang taoge pendek sckpnya seledri seckpnya acar ketimun sckpnya krupuk udang sckpnya sesuai selera cabe rawit 1 siung bawang putih 5 sdm petis udang 3 sdm kecap manis 5 sdm kacang tanah goreng garam sckpnya 4 buah lontong air hangat sckpnya,0.3479
Tumis Telur Dadar #PR_RecookMasakanAwalanT,2 butir telur ayam--5 buah rawit--3 siung bawang merah--1 siung bawang putih--1/2 buah tomat--secukupnya Garam--sejimpit Merica bubuk--1 sdm air--,"1) Kocok telur dengan garam lalu dadar. Potong-potong sesuai selera.
2) Iris semua bumbu. Tumis bumbu lalu masukkan telur dadar. Aduk rata..masukkan garam dan merica dan air..aduk rata masak sampai semua tercampur rata..
3) Sajikan dengan nasi panas",12,https://cookpad.com/id/resep/3934074-tumis-telur-dadar-pr_recookmasakanawalant,telur,tumis telur dadar,8,"telur ayam , rawit , bawang merah , bawang putih , tomat , garam , merica bubuk , air",3,tumis telur dadar pr_recookmasakanawalant,2 butir telur ayam 5 buah rawit 3 siung bawang merah 1 siung bawang putih 1 2 buah tomat secukupnya garam sejimpit merica bubuk 1 sdm air,0.2452
Ikan tongkol sambal kemangi,1 kg ikan tongkol segar (me: 700 gr)--Bumbu ikan goreng :--3 siung bawang putih--2 butir kemiri--1 ruas kunyit--1 ruas jahe--1 sdm air jeruk nipis--Garam--Sambal kemangi :--1 ikat kemangi (ambil daunnya saja)--7 cabe rawit--3 cabe merah besar--2 siung bawang putih--1 tomat merah (ukuran sedang)--1 kemiri--Terasi--Garam--Gula merah--Kaldu bubuk--1-2 sdm kecap manis--,"1) Potong2 ikan lalu cuci bersih.
2) Haluskan bumbu ikan goreng lalu campurkan pada ikan diamkan 30 menit agar meresap (masukkan ke dlm kulkas)
3) Goreng ikan lalu tiriskan
4) Haluskan bumbu sambal (kecuali kemangi), lalu tumis hingga sambal berubah menjadi lebih gelap warnanya. Tambahkan 100 ml air tunggu hingga mendidih
5) Lalu masukkan ikan yg sudah digoreng, tambahkan kecap manis. Kecilkan api Masak hingga air menyusut & merasuk ke ikan.
6) Koreksi rasa
7) Sesaat sebelum api dimatikan masukkan daun kemangi.
8) Taraa siap disantapp.. karena ikan q gak sampe sekilo jadi bumbu sambelnya berlimpahh",12,https://cookpad.com/id/resep/4323253-ikan-tongkol-sambal-kemangi,ikan,ikan tongkol sambal kemangi,20,"ikan tongkol segar me , bumbu ikan goreng , bawang putih , kemiri , kunyit , jahe , air jeruk nipis , garam , sambal kemangi , kemangi ambil daunnya , cabe rawit , cabe merah , bawang putih , tomat merah , kemiri , terasi , garam , gula merah , kaldu bubuk , kecap manis",8,ikan tongkol sambal kemangi,1 kg ikan tongkol segar me 700 gr bumbu ikan goreng 3 siung bawang putih 2 butir kemiri 1 ruas kunyit 1 ruas jahe 1 sdm air jeruk nipis garam sambal kemangi 1 ikat kemangi ambil daunnya saja 7 cabe rawit 3 cabe merah besar 2 siung bawang putih 1 tomat merah ukuran sedang 1 kemiri terasi garam gula merah kaldu bubuk 1 2 sdm kecap manis,0.2794
Fu yung hai Sapi,"4 buah telur ayam--2 sdm tepung serbaguna (saya skip)--100 gram daging sapi (rebus hingga matang), cincang kecil--1/2 batang wortel, parut--2 batang daun bawang, rajang halus--1/2 buah bawang bombay, rajang halus--4 siung bawang putih, rajang halus--1 sdt merica bubuk--Secukupnya garam--Secukupnya minyak goreng--Bahan Saus :--4 siung bawang putih, haluskan--1 ruas jahe, haluskan--1 buah bawang bombay, rajang halus--1/2 batang wortel, potong korek api (saya skip)--2 sdm gula pasir--1 sdm kaldu bubuk (saya skip)--8-10 sdm saos tomat--4 sdm saos sambal--1 sdm tepung maizena larutkan dengan 5 sdm air--2 sdm kacang polong--Secukupnya garam--250 ml air matang--","1) Siapkan mangkok ukuran besar, masukkan telur, kocok lepas, masukkan tepung. Masukkan kembali daging sapi yang sudah dicincang, masukkan bawang bombay, bawang putih, daun bawang, wortel, merica dan garam secukupnya. Kocok terus hingga mengeluarkan buih-buih.
2) Siapkan wajan dan minyak goreng, panaskan wajan sampai benar-benar panas. Tuang adonan kocokan telur. Bolak-balikkan sampai matang dan warna kecokelatannya merata. Angkat dan sisihkan di piring saji.
3) Siapkan wajan dan minyak, masukkan bawang putih, jahe, bawang bombay, kacang polong potongan wortel, aduk aduk. Masukkan air dan bumbu lainnya.
4) Tuang saus di atas Fu yung hai.
5) Enak disantap saat masih panas.",12,https://cookpad.com/id/resep/4013940-fu-yung-hai-sapi,sapi,fu yung hai sapi,23,"telur ayam , tepung , daging sapi rebus matang , cincang , batang wortel , parut , batang daun bawang , rajang halus , bawang bombai , rajang halus , bawang putih , rajang halus , merica bubuk , garam , minyak goreng , saus , bawang putih , haluskan , jahe , haluskan , bawang bombai , rajang halus , batang wortel , potong korek api , gula pasir , kaldu bubuk , saos tomat , saos sambal , tepung maizena larutkan air , kacang polong , garam , air matang",5,fu yung hai sapi,"4 buah telur ayam 2 sdm tepung serbaguna saya skip 100 gram daging sapi rebus hingga matang , cincang kecil 1 2 batang wortel, parut 2 batang daun bawang, rajang halus 1 2 buah bawang bombay, rajang halus 4 siung bawang putih, rajang halus 1 sdt merica bubuk secukupnya garam secukupnya minyak goreng bahan saus 4 siung bawang putih, haluskan 1 ruas jahe, haluskan 1 buah bawang bombay, rajang halus 1 2 batang wortel, potong korek api saya skip 2 sdm gula pasir 1 sdm kaldu bubuk saya skip 8 10 sdm saos tomat 4 sdm saos sambal 1 sdm tepung maizena larutkan dengan 5 sdm air 2 sdm kacang polong secukupnya garam 250 ml air matang",0.2011
Gurami saos padang sederhana,1 ekor ikan gurami--5 siung bawang putih cincang halus--1 tomat iris kotak2 buang isinya (optional)--1 Bawang bombay cincang--1 cm Jahe cincang halus--4 sdm saos pedas--2 sdm saos tomat--3 cabe rawit iris2--secukupnya Saos tiram--secukupnya Lada bubuk--secukupnya Gula garam--secukupnya Kecap manis--secukupnya Penyedap rasa--secukupnya Air--2 sdm Maizena yg dilarutkan dg air--Bumbu halus--4 cabe merah keriting--6 cabe rawit--,"1) Cuci gurami sampai bersih. Kemudian rendam dengan garam dan jeruk nipis agar baunya hilang
2) Goreng gurami hingga kecoklatan, tiriskan... jangan terlalu kering ya
3) Tumis bawang putih, bawang bombay, cabe rawit, jahe sampai harum
4) Masukkan bumbu halus bersama dg tumisan no.3 kemudian tambahkan saos pedas, saos tomat, saos tiram, gula garam, penyedap rasa, lada bubuk, kecap, dan air secukupnya. Masak hingga mendidih. Jangan lupa tes rasa ya mom.
5) Jika sudah mendidih tambahkan maizena yg sudah dicairkan dg air. Masukkan irisan tomat dan ikan gurami ke dalamnya agar bumbu lebih meresap. Masak sebentar kemudian angkat dan sajikan diatas piring
6) Level pedas boleh disesuaikan selera masing2 ya...
7) Selamat mencoba buibuu",12,https://cookpad.com/id/resep/4059021-gurami-saos-padang-sederhana,ikan,gurami saos padang sederhana,18,"ikan gurami , bawang putih cincang halus , tomat kotak buang isinya , bawang bombai cincang , jahe , saos pedas , saos tomat , cabe rawit , saos tiram , lada , gula garam , kecap manis , penyedap , air , maizena dilarutkan dg air , bumbu halus , cabe merah keriting , cabe rawit",7,gurami saos padang sederhana,1 ekor ikan gurami 5 siung bawang putih cincang halus 1 tomat iris kotak2 buang isinya optional 1 bawang bombay cincang 1 cm jahe cincang halus 4 sdm saos pedas 2 sdm saos tomat 3 cabe rawit iris2 secukupnya saos tiram secukupnya lada bubuk secukupnya gula garam secukupnya kecap manis secukupnya penyedap rasa secukupnya air 2 sdm maizena yg dilarutkan dg air bumbu halus 4 cabe merah keriting 6 cabe rawit,0.3044
Nasi Kebuli + kambing goreng de orlin,1/2 kg beras--1/2 kg kambing--2 bks bumbu gule indofood--1 bumbu kare indofood--100 gram bawang putih--10 buah merica hitam--1/4 buah pala--2 cm jahe--2 buah kapulaga--3 lbr daun salam--1 buah serai--4 cm kunyit--20 buah cabai kecil--1 buah cabai besar--3 buah tomat--1 sdm ketumbar--1 sdm  cuka--garam--gula--2 sdm kecap--Sambal:--terasi--,"1) Haluskan jahe, merica,pala,serai,cengkeh kemudian tumis 1 bungkus bumbu gule indofood dengan bumbu halus tadi tambahkan daun salam, garam 1 sdt n gula 1/2 sdt. dan sisihkan
2) Rebus beras dengan air 250ml sampai beras setengah matang matikan kompor kemudian masukan bumbu yg td d tumis lalu aduk sampai bumbu tercampur rata kemudian kukus sampai nasi matang.
3) Rebus kambing (presto), garam n masako sapi smpai empuk. haluskan bawang putih,ketumbar n kunyit kemudian tumis dengan 1 bumbu gule n 1 bumbu kare indofood tmbhkan 3 sdm kecap n 1 sdt gula pasir. masukan kambing n air 300ml bumbu sampai bumbu meresap. setelah itu goreng sebentar.
4) Sambal: iris kecil tomat, ulek kasar cabai kemudian tumis dengan minyak tmbahkan garam gula terasi smpai matang kemudian tambahkan 1sdm Cuka dapur.",12,https://cookpad.com/id/resep/3116896-nasi-kebuli-kambing-goreng-de-orlin,kambing,nasi kebuli + kambing goreng de orlin,22,"beras , kambing , bumbu gule indofood , bumbu kare indofood , bawang putih , merica hitam , pala , jahe , kapulaga , daun salam , serai , kunyit , cabai , cabai , tomat , ketumbar , cuka , garam , gula , kecap , sambal , terasi",4,nasi kebuli kambing goreng de orlin,1 2 kg beras 1 2 kg kambing 2 bks bumbu gule indofood 1 bumbu kare indofood 100 gram bawang putih 10 buah merica hitam 1 4 buah pala 2 cm jahe 2 buah kapulaga 3 lbr daun salam 1 buah serai 4 cm kunyit 20 buah cabai kecil 1 buah cabai besar 3 buah tomat 1 sdm ketumbar 1 sdm cuka garam gula 2 sdm kecap sambal terasi,0.1961
Salted egg chicken,250 g Dada ayam--100 g Tepung--1 butir Telur ayam--1 butir Telur asin--5 siung Bawang merah--5 siung Bawang putih--Cabe 10 buah cabe--1/2 sdt Garam--1 sdt Gula--,"1) Potong ayam agak kecil-kecil
2) Campurkan ayam dengan telur, kemudian celup kedalam tepung
3) Goreng ayam sampai berwarna keemasan, dinginkan
4) Lumatkan telur asin dengan air secukupnya(saya blender)
5) Blender bawang merah dan bawang putih
6) Potong-potong cabai
7) Panaskan mentega
8) Masukkan bawang yang sudah di blender
9) Masukkan cabai yang sudah dipotong
10) Tumis hingga harum, tambahkan gula dan garam
11) Masukkan telur asin yang sudah dilumatkan
12) Koreksi rasa
13) Masukkan ayam yang sudah di goreng, aduk rata
14) Ayam siap dihidangkan",12,https://cookpad.com/id/resep/4332821-salted-egg-chicken,ayam,salted egg chicken,9,"dada ayam , tepung , telur ayam , telur asin , bawang merah , bawang putih , cabe cabe , garam , gula",14,salted egg chicken,250 g dada ayam 100 g tepung 1 butir telur ayam 1 butir telur asin 5 siung bawang merah 5 siung bawang putih cabe 10 buah cabe 1 2 sdt garam 1 sdt gula,0.4648
